id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
123024,tt2305700,0.52052,0,0,London 2012 Olympic Opening Ceremony: Isles of Wonder,Queen Elizabeth II|Mike Oldfield|Kenneth Branagh|J. K. Rowling|Paul McCartney,http://www.london2012.com/,Danny Boyle,Inspire a generation.,,"The London 2012 Olympic Games Opening Ceremony took place at 9pm on 27 July 2012. Titled 'Isles of Wonder', the Ceremony welcomed the finest athletes from more than 200 nations for the start of the London 2012 Olympic Games, marking an historic third time the capital has hosted the worldâ€™s biggest and most important sporting event. The Opening Ceremony reflected the key themes and priorities of the London 2012 Games, based on sport, inspiration, youth and urban transformation. It was a Ceremony 'for everyone' and celebrated contributions the UK has made to the world through innovation and revolution, as well as the creativity and exuberance of British people.",220,,BBC,2012-07-27,12,8.3,2012,0,0
111349,tt2178476,0.162227,0,0,One Direction: Up All Night - The Live Tour,Louis Tomlinson|Niall Horan|Abbes Zahmani|Liam Payne|Harry Styles,http://onedirectionmusic.com,Andy Saunders,,,"Up All Night: The Live Tour is a DVD release from the British-Irish boy band One Direction, which was released on 28 May 2012. The video concert DVD was recorded as part of One Direction's Up All Night Tour at the International Centre in Bournemouth, includes songs from their multi-platinum debut album Up All Night and five covers, including ""I Gotta Feeling"", ""Stereo Hearts"", ""Valerie"", ""Torn"" and ""Use Somebody"".",73,Music|Documentary,,2012-05-16,10,8.3,2012,0,0
191489,tt2290153,0.083455,0,0,Bill Burr: You People Are All The Same,Bill Burr,,Jay Karas,,,"Taking the stage in Washington, D.C., funnyman Bill Burr brings his stinging brand of humor to the spotlight, uncorking a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",68,Comedy,,2012-08-16,11,8.1,2012,0,0
114887,tt2292576,0.004575,0,0,The Dream Team,Michael Jordan|Larry Bird|Magic Johnson|Charles Barkley,,Zak Levitt,The Greatest Team Ever Assembled!,sport|basketball|olympics|nba,"The world had rarely seen a frenzy as the one the Dream Team created when it arrived in Barcelona, Spain, in July 1992. The Dream Team featured 11 future Naismith Memorial Basketball Hall of Fame players and three future Hall of Famers on the coaching staff, including head coach Chuck Daly.",70,Documentary,NBA Entertainment,2012-06-13,11,8,2012,0,0
86705,tt2246779,0.016365,0,0,John Mulaney: New In Town,John Mulaney,http://comedians.jokes.com/john-mulaney,Ryan Polito|Jake Szymanski,,stand-up|stand up comedy,"Comedian John Mulaney recently released his debut one-hour Comedy Central stand-up special, New In Town, on DVD. New In Town was filmed over the course of two nights at the Skirball Theater in New York City.New In Town definitely brings the funny. Mulaney has a knack for self-deprecating humor, while sharing stories from throughout his life. He speaks of being bullied as a kid, tells an amazing tale about a high school party thrown by his teacher's son and why it's one of the reasons he doesn't drink anymore, and talks about how adults find joy in doing nothing",60,Comedy,Irwin Entertainment,2012-01-31,16,8.1,2012,0,0
84179,tt2129928,0.006642,110,0,Bones Brigade: An Autobiography,Tony Alva|Steve Caballero|Shepard Fairey|Tommy Guerrero|Ben Harper,,Stacy Peralta,,california|skateboarding|skateboarder,"When six teenage boys came together as a skateboarding team in the 1980s, they reinvented not only their chosen sport but themselves too â€“ as they evolved from insecure outsiders to the most influential athletes in the field.",90,Documentary,,2012-01-21,12,8.1,2012,104.471870948747,0
21525,tt0343121,0.23825,0,7808524,Tupac: Resurrection,Tupac Shakur,http://www.tupac-resurrection.com/,Lauren Lazin,In his own words,hip-hop|blunt|rap music|woman director,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",112,Music|Documentary,Paramount Pictures|MTV Films,2003-01-23,15,8,2003,0,9255854.57524784
313106,tt2779318,0.661187,0,0,Doctor Who: The Day of the Doctor,Matt Smith|David Tennant|Christopher Eccleston|John Hurt|Paul McGann,http://www.bbc.co.uk/programmes/p01l1z04,Nick Hurran,,time travel|alien,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",77,Science Fiction|Adventure,,2013-11-23,190,8,2013,0,0
191720,tt1935156,0.250542,0,0,Jodorowsky's Dune,Alejandro Jodorowsky|Michel Seydoux|H.R. Giger|Chris Foss|Brontis Jodorowsky,,Frank Pavich,The greatest science fiction movie never made,film business|film maker|drama|dune|documentary,"Shot in France, England, Switzerland and the United States, this documentary covers director Alejandro Jodorowsky (El Topo, Holy Mountain, Santa Sangre) and his 1974 Quixotic attempt to adapt the seminal sci-fi novel Dune into a feature film. After spending 2 years and millions of dollars, the massive undertaking eventually fell apart, but the artists Jodorowsky assembled for the legendary project continued to work together. This group of artists, or his â€œwarriorsâ€ as Jodorowsky named them, went on to define modern sci-fi cinema with such films as Alien, Blade Runner, Star Wars and Total Recall.",90,Documentary|Drama,CamÃ©ra One|Snowfort Pictures|Endless Picnic,2013-08-30,98,8.1,2013,0,0
282848,tt2986512,0.248944,0,0,Doctor Who: The Time of the Doctor,Matt Smith|Jenna Coleman,,James Payne,A change is going to come...,,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.",60,,,2013-12-25,26,8.5,2013,0,0
239459,tt3088036,0.17972,0,0,No Half Measures: Creating the Final Season of Breaking Bad,Michael Bowen|Betsy Brandt|Sam Catlin|Bryan Cranston|Vince Gilligan,http://www.amctv.com/shows/breaking-bad,Stuart Richardson,,,A documentary about the making of season five of the acclaimed AMC series Breaking Bad.,120,Documentary,Sony Pictures Home Entertainment,2013-11-26,29,8,2013,0,0
164558,tt2515086,0.168549,10000000,0,One Direction: This Is Us,Harry Styles|Niall Horan|Zayn Malik|Louis Tomlinson|Liam Payne,http://www.1dthisisus-movie.com/feature/mosaic/,Morgan Spurlock,A motion picture event.,concert,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",92,Documentary|Music,Columbia Pictures|Sony Pictures,2013-08-28,137,8,2013,9360333.52740424,0
241287,tt3384034,0.107333,0,0,Tropico,Lana Del Rey|Shaun Ross,,Anthony Mandler,,,"""Tropico"" is a short film by Lana Del Rey. It's based on the classic biblical story. The film includes scenes with Jesus, Marilyn Monroe and Elvis Presley. Lana plays Eve and Shaun Ross plays Adam.",27,Music|Drama|Fantasy|Romance,,2013-12-05,24,8.4,2013,0,0
242575,tt2876428,0.05438,4000000,0,"Guten Tag, RamÃ³n",Adriana Barraza|RÃ¼diger Evers|Hector Kotsifakis|Franziska Kruse|Arcelia RamÃ­rez,,Jorge RamÃ­rez SuÃ¡rez,,germany|mexican,"After five failed attempts to go to the United States, 18-year-old RamÃ³n decides to look for a friendâ€™s aunt in Germany, but never finds her. With no papers or money, and without knowing the language, he barely survives living on the street until he meets Ruth, an old retired nurse who doesnâ€™t speak Spanish. Beyond language barriers and prejudices, they discover that solidarity and humanity make life bearable.",119,Drama,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3,2013-10-18,11,8.4,2013,3744133.41096169,0
42044,tt0090015,0.147489,0,0,Shoah,Simon Srebnik|Michael Podchlebnik|Motke Zaidl,,Claude Lanzmann,,,"Claude Lanzmann directed this 9 1/2 hour documentary of the Holocaust without using a single frame of archive footage. He interviews survivors, witnesses, and ex-Nazis (whom he had to film secretly since they only agreed to be interviewed by audio). His style of interviewing by asking for the most minute details is effective at adding up these details to give a horrifying portrait of the events of Nazi genocide. He also shows, or rather lets some of his subjects themselves show, that the anti-Semitism that caused 6 million Jews to die in the Holocaust is still alive in well in many people that still live in Germany, Poland, and elsewhere.",566,Documentary,British Broadcasting Corporation (BBC)|MinistÃ¨re de la Culture de la Republique FranÃ§aise|Les Films Aleph|Historia,1985-11-01,16,8.3,1985,0,0
13393,tt0476735,0.265008,0,0,Babam ve oÄŸlum,Ã‡etin Tekindor|Fikret Kuskan|Binnur Kaya|Ã–zge Ã–zberk|Tuba Buyukustun,,Ã‡aÄŸan Irmak,,,"A Turkish man, whose wife died while giving birth to his son during a military coup, finally returns home. Estranged from his father for turning his back on the family farm, he takes his 8 year-old and tries to repair relations.",108,Comedy|Drama,AvÅŸar Film,2005-11-18,12,8.2,2005,0,0
20604,tt0478209,0.028809,0,0,Metal: A Headbanger's Journey,Sam Dunn|Chris Adler|Tom Araya|Gavin Baddeley|Blasphemer,,Sam Dunn|Scot McFadyen|Jessica Joy Wise,,heavy metal|music|music festival|anthropology|woman director,"The film discusses the traits and originators of some of metal's many subgenres, including the New Wave of British Heavy Metal, power metal, Nu metal, glam metal, thrash metal, black metal, and death metal. Dunn uses a family-tree-type flowchart to document some of the most popular metal subgenres. The film also explores various aspects of heavy metal culture.",91,Documentary|Music,Banger Productions,2005-09-14,24,8,2005,0,0
13222,tt0436231,0.021811,0,0,The Devil and Daniel Johnston,Daniel Johnston,http://www.sonyclassics.com/devilanddaniel/,Jeff Feuerzeig,,west virginia|independent film|archive footage|infatuation Â ,"This 2006 documentary film chronicles the life of Daniel Johnston, a manic-depressive genius singer/songwriter/artist, from childhood up to the present, with an emphasis on his mental illness, and how it manifested itself in demonic self-obsession.",110,Documentary,,2005-01-23,12,8.3,2005,0,0
24970,tt0110758,0.21201,0,0,Pink Floyd: Pulse,David Gilmour|Nick Mason|Richard Wright|Sam Brown|Jon Carin,,David Mallet,,live concert,"Pulse (stylized as Pâ€¢Uâ€¢Lâ€¢Sâ€¢E) is a Pink Floyd concert video taken from the October 20, 1994 concert at Earls Court Exhibition Centre, London, in The Division Bell tour, originally released on VHS and Laserdisc in 1995, which is currently available on DVD.Tracklist : Disc 1: 1. Shine On You Crazy Diamond, 2. Learning To Fly, 3. High Hopes, 4. Take It Back, 5. Coming Back To Life, 6. Sorrow, 7. Keep Talking, 8. Another Brick In The Wall (Part 2), 9. One Of These DaysDisc 2: 1. Speak To Me, 2. , 3. On The Run, 4. Time, 5. Great Gig In The Sky, 6. Money, 7. Us And Them, 8. Brain Damage, 9. Eclipse, 10. Wish You Were Here, 11. Comfortably Numb, 12. Run Like Hell",145,Music,SMV Enterprises|Columbia Music Video|EMI,2006-07-09,23,8.7,2006,0,0
21461,tt0456144,0.029925,0,0,Lage Raho Munna Bhai,Sanjay Dutt|Arshad Warsi|Dilip Prabhavalkar|Vidya Balan|Dia Mirza,,Rajkumar Hirani,They're back... and they're not alone!,historical figure|comedy|bollywood|india,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.",144,Comedy|Drama|Romance,,2006-01-01,21,8.1,2006,0,0
238,tt0068646,5.738034,6000000,245066411,The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,http://www.thegodfather.com/,Francis Ford Coppola,An offer you can't refuse.,italy|love at first sight|loss of father|patriarch|organized crime,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",175,Drama|Crime,Paramount Pictures|Alfran Productions,1972-03-15,3970,8.3,1972,31287365.5881737,1277913732.38977
38939,tt0069341,0.248258,0,0,Tales from the Crypt,Joan Collins|Peter Cushing|Roy Dotrice|Richard Greene|Ian Hendry,,Freddie Francis,DEATH LIVES in the Vault of Horror!,santa claus|anthology film|crypt keeper|monkeys paw|jingle bells,Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.,92,Horror,Amicus Productions|Metromedia Producers Corporation,1972-03-09,19,8,1972,0,0
1891,tt0080684,5.488441,18000000,538400000,The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,Irvin Kershner,The Adventure Continues...,rebel|asteroid|space battle|snow storm|space colony,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1980-01-01,3954,8,1980,47628661.5525832,1424626187.77282
24128,tt0088178,0.283191,1200000,4978922,Stop Making Sense,David Byrne|Tina Weymouth|Chris Frantz|Jerry Harrison|Steven Scales,,Jonathan Demme,Why stop making sense? Why a movie? Why a big suit? Where do the odd movements come from? What will the band do next?,concert,"David Byrne walks onto the stage and does a solo ""Psycho Killer."" Jerry Harrison, Tina Weymouth and Chris Frantz join him for two more songs. The crew is busy, still setting up. Then, three more musicians and two back-up singers join the band. Everybody sings, plays, harmonizes, dances, and runs. In this concert film, the Talking Heads hardly talk, don't stop, and always make sense.",88,Documentary|Music,Talking Heads|Arnold Stiefel Company,1984-11-16,23,8.4,1984,2518850.44703298,10450966.5878686
92060,tt0088263,0.206849,1100000,0,Michael Jackson's Thriller,Michael Jackson|Ola Ray|Vincent Price,,John Landis,,music video|zombies|werewolf,A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloody-thirsty zombies.,13,Horror|Music,,1983-12-02,30,8.1,1983,2408243.19753395,0
629,tt0114814,3.440238,6000000,23341568,The Usual Suspects,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,Bryan Singer,Five Criminals. One Line Up. No Coincidence.,law|relatives|theft|criminal|criminal mastermind,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor â€“ leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",106,Drama|Crime|Thriller,Blue Parrot Productions|Bad Hat Harry Productions,1995-07-19,1942,8,1995,8585801.20264179,33401010.4343242
55676,tt0112120,0.194889,0,0,A Personal Journey with Martin Scorsese Through American Movies,Martin Scorsese|Brian De Palma|Gregory Peck|Frank Capra|Francis Ford Coppola,,Martin Scorsese|Michael Henry Wilson,,,"Martin Scorsese celebrates American movies from the silent classics to the Hollywood of the Seventies. Films featured include: 'The Searchers', 'Citizen Kane', 'Intolerance' and 'The Crowd'.",225,Documentary,Miramax Films|British Film Institute (BFI),1995-05-21,11,8.5,1995,0,0
34505,tt0148668,0.035384,0,0,Bill Hicks: Relentless,Bill Hicks,,Chris Bould,,comedian|stand-up|cult comedy|observational comedy|live comedy,"Outspoken and raw, not mincing matters, Bill Hicks tells us that, just like smokers, non-smokers also die every day - with jogging instructor Jim Fixx as an example -, asks women what's so terrible about giving head, talks us through what really happened during the 1990-1991 Gulf War and how the used technology could have also been used to feed the poor of the world.",61,Comedy,,1992-01-01,10,8.4,1992,0,0
25093,tt1421377,0.302908,0,0,Queen - Rock Montreal,Freddie Mercury|Roger Taylor|John Deacon|Brian May,,Saul Swimmer,,live concert,"The only Queen concert ever filmed in its entirety, this 1981 Montreal Live Aid performance has been digitally restored and remixed. Featuring dynamic front man Freddie Mercury, the band puts on a high-octane show for a crowd of excited fans. Songs include ""We Will Rock You,"" ""We Are the Champions,"" ""Somebody to Love,"" ""Get Down Make Love,"" ""Under Pressure,"" ""Crazy Little Thing Called Love,"" ""Killer Queen,"" ""Bohemian Rhapsody"" and many more.",138,Music,Edel records GmbH,1981-11-24,14,8.5,1981,0,0
16275,tt0251654,0.157001,0,0,Dave Chappelle: Killin' Them Softly,Dave Chappelle,,Stan Lathan,,stand-up|stand up comedy,"Dave Chappelle returns for a stand-up to D.C. and riffs on politics, police, race relations, drugs, Sesame Street and more.",57,Comedy,,2000-01-01,17,8.5,2000,0,0
73,tt0120586,1.333006,20000000,23875127,American History X,Edward Norton|Edward Furlong|Beverly D'Angelo|Avery Brooks|Jennifer Lien,http://www.historyx.com/,Tony Kaye,Some Legacies Must End.,usa|neo-nazi|prison|skinhead|brother brother relationship,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",119,Drama,New Line Cinema|The Turman-Morrissey Company|Savoy Pictures,1998-10-30,1563,8,1998,26753909.3815659,31937649.2115689
26360,tt0094590,0.260602,0,0,Depeche Mode: 101,David Gahan|Martin Gore|Andrew Fletcher|Alan Wilder,http://101dvd.depechemode.com/news.html,D.A. Pennebaker|David Dawkins|Chris Hegedus,,woman director,"Depeche Mode 101 is a fascinating documentary codirected by the esteemed D.A. Pennebaker (The War Room, Down from the Mountain), focusing on backstage realities of art and business during the British synthesizer band's 1988 American tour. We see managers worrying over slow ticket sales for a stand at the Rose Bowl, observe sound checks at concert sites, get a tour of the group's multiple keyboard banks, and listen with some alarm to singer David Gahan describe his steroid-based throat treatments. There are plenty of performance clips, but for music alone, disc 2 in this package contains the uninterrupted Rose Bowl show, including the plaintive ""Blasphemous Rumours,"" the exultant drama of ""Stripped,"" and the dreamy ""Somebody."" Pennebaker's promotional video ""Everything Counts"" is also here, but don't miss the director's recent, touching, and informative interviews with the now 40-something, individual members of Depeche Mode. --Tom Keogh",117,Music,,1989-04-27,13,8.4,1989,0,0
20423,tt0097372,0.163885,0,0,For All Mankind,Jim Lovell|Russell Schweickart|Eugene Cernan|Michael Collins|Charles Conrad,,Al Reinert,A Film by Al Reinert,space travel|history|apollo s,"In July 1969, the space race ended when Apollo 11 fulfilled President Kennedyâ€™s challenge of â€œlanding a man on the Moon and returning him safely to the Earth.â€ No one who witnessed the lunar landing will ever forget it. Al Reinertâ€™s documentary For All Mankind is the story of the twenty-four men who traveled to the moon, told in their words, in their voices, using the images of their experiences. Forty years after the first moon landing, it remains the most radical, visually dazzling work of cinema yet made about this earthshaking event.",80,Documentary,Apollo Associates|FAM Productions,1989-01-01,16,8.2,1989,0,0
14285,tt0096257,0.211124,0,0,The Thin Blue Line,Randall Adams|David Harris|Gus Rose|Jackie Johnson,,Errol Morris,"A softcore movie, Dr. Death, a chocolate milkshake, a nosey blonde and ""The Carol Burnett Show."" Solving this mystery is going to be murder.",,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,103,Mystery|Documentary|Crime,Third Floor Productions,1988-08-28,54,8,1988,0,0
240,tt0071562,3.264571,13000000,47542841,The Godfather: Part II,Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale,,Francis Ford Coppola,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",italo-american|cuba|vororte|melancholy|praise,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",200,Drama|Crime,Paramount Pictures|The Coppola Company,1974-12-20,2131,8.1,1974,57489690.5506849,210247939.768493
510,tt0073486,3.258151,3000000,108981275,One Flew Over the Cuckoo's Nest,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,,MiloÅ¡ Forman,"If he's crazy, what does that make you?",individual|rebel|self-destruction|wheelchair|lunatic asylum,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",133,Drama,Fantasy Films|Warner Bros.,1975-11-18,1612,8,1975,12155463.5161866,441572637.403333
769,tt0099685,2.659926,25000000,46836394,Goodfellas,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino,,Martin Scorsese,Three Decades of Life in the Mafia.,prison|helicopter|florida|1970s|mass murder,"Henry Hill is a small time gangster, who takes part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who have set their sights a bit higher. His two partners kill off everyone else involved in the robbery, and slowly start to climb up through the hierarchy of the Mob. Henry, however, is badly affected by his partners success, but will he stoop low enough to bring about the downfall of Jimmy and Tommy?",146,Drama|Crime,Warner Bros.,1990-09-12,1798,8,1990,41722463.5078645,78165189.5801985
539,tt0054215,2.610362,806948,32000000,Psycho,Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam,,Alfred Hitchcock,The master of suspense moves his cameras into the icy blackness of the unexplored!,hotel|clerk|arizona|shower|rain,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fineâ€¦ until Marion decides to take a shower.",109,Drama|Horror|Thriller,Shamley Productions,1960-08-14,1180,8,1960,5949601.34364958,235934958.630279
424,tt0108052,2.377288,22000000,321265768,Schindler's List,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall,http://www.schindlerslist.com/,Steven Spielberg,"Whoever saves one life, saves the world entire.",factory|concentration camp|hero|holocaust|world war ii,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,195,Drama|History|War,Universal Pictures|Amblin Entertainment,1993-11-29,2632,8.1,1993,33208339.1573716,484941026.518066
60800,tt0179955,0.19577,0,0,MacskafogÃ³,MiklÃ³s Benedek|LÃ¡szlÃ³ SinkÃ³|Gyula Bodrogi|Ilona BÃ©res,,BÃ©la Ternovszky,,cat|talking animal|cartoon cat|adult animation,"In the year 80 AMM (After Mickey Mouse) on planet X the crime-syndicated Cats try to erase the Mouse-population once and for all. A scientist of the mice, prof. Fushimishi seems to have found the weapon against the threat - so Intermouse calls it's best, but now retired agent - Nick Grabowsky - to get the plans. As a distraction for the Cats, they also send a second agent - Seargent Lazy Dick - for the mission.",96,Animation|Family,,1986-10-02,12,8,1986,0,0
13963,tt0077838,0.064029,0,321952,The Last Waltz,Robbie Robertson|Rick Danko|Levon Helm|Richard Manuel|Garth Hudson,http://www.mgm.com/#/our-titles/1092/The-Last-Waltz/,Martin Scorsese,It Started as a Concert. It Became a Celebration.,1970s|music,"Martin Scorsese's rockumentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends.",117,Documentary|Music,FM Productions|Last Waltz Inc.,1978-05-01,33,8,1978,0,1076189.17412896
